GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-1630536-1631103-1641774-1642358-1642860-,S. Cooper - M. Branham - T. Vukcevic - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,3.0,40.0,33.3,100.0,83.3,-60.0,-50.0,1.0,1.0,14.3,0.0,1.0,0.5,0.167,0.25,0.25,72.7,87.27,72.73,6,0.077,73,63,36,63,91,200,83,187,1,57,118,134,1,81,173,172,193,252,190,9900
Lineups,-1630536-1631103-1641774-1642364-1642860-,S. Cooper - M. Branham - T. Vukcevic - J. Watkins - W. Riley,1610612764,WAS,1,1,0,1.0,3.0,0.0,0.0,128.9,100.0,-128.9,-100.0,0.0,0.0,0.0,0.25,0.0,0.2,0.4,0.0,0.0,93.0,94.12,78.43,5,-2.4,73,2,1,1,109,206,96,226,166,111,166,96,192,202,253,193,206,232,279,7650
Lineups,-1630264-1631103-1642358-1642364-1642860-,A. Gill - M. Branham - A. Johnson - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.0,0.5,0.0,0.0,0.0,80.0,80.0,66.67,3,1.2,73,63,36,63,171,206,1,88,166,111,166,69,1,81,1,193,206,271,21,4500
Lineups,-1630264-1631103-1641774-1642267-1642860-,A. Gill - M. Branham - T. Vukcevic - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,200.0,133.3,0.0,0.0,200.0,133.3,1.0,0.0,33.3,0.0,1.0,0.667,0.0,1.0,1.0,100.5,122.79,102.33,6,1.261,73,63,36,63,132,52,1,10,1,111,10,134,1,32,1,11,15,85,19,6450
Lineups,-1630264-1630536-1642358-1642848-1642860-,A. Gill - S. Cooper - A. Johnson - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,51.5,50.0,174.4,150.0,-122.9,-100.0,0.0,0.0,0.0,0.0,1.0,0.333,0.25,0.0,0.347,89.3,97.63,81.36,4,-0.143,73,63,36,63,138,182,203,226,166,111,166,134,1,172,212,193,171,219,235,5900
Lineups,-1630264-1630536-1641774-1642358-1642860-,A. Gill - S. Cooper - T. Vukcevic - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,133.3,133.3,51.5,66.7,81.8,66.7,0.5,1.0,25.0,0.0,0.333,0.333,0.333,1.0,1.0,97.1,84.71,70.59,3,1.0,73,63,36,63,157,52,66,33,108,57,36,134,179,172,233,11,15,261,23,5100
Lineups,-1630264-1641774-1642358-1642364-1642860-,A. Gill - T. Vukcevic - A. Johnson - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,50.0,60.0,126.6,133.3,-76.6,-73.3,1.0,0.33,14.3,0.5,0.5,0.5,0.6,0.5,0.5,157.0,140.18,116.81,5,-0.235,73,63,36,63,140,177,187,208,1,103,118,29,150,81,272,114,141,42,246,5650
Lineups,-1641731-1641774-1642267-1642273-1642860-,B. Coulibaly - T. Vukcevic - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,75.2,80.0,250.0,200.0,-174.8,-120.0,1.0,0.5,11.1,0.75,0.0,0.6,0.4,0.2,0.316,90.7,97.3,81.08,5,-0.136,73,63,36,63,113,156,245,244,1,92,145,18,192,49,253,182,180,220,234,7400
Lineups,-1630557-1641715-1641731-1641774-1642267-,C. Kispert - C. Whitmore - B. Coulibaly - T. Vukcevic - B. Carrington,1610612764,WAS,1,1,0,1.0,2.0,163.9,160.0,77.6,83.3,86.3,76.7,1.0,2.0,28.6,0.0,1.0,0.667,0.2,1.0,1.031,161.4,156.83,130.69,5,0.909,73,2,1,1,158,30,83,26,1,29,23,134,1,32,194,11,14,34,41,5050
Lineups,-1630557-1631103-1641715-1642259-1642267-,C. Kispert - M. Branham - C. Whitmore - A. Sarr - B. Carrington,1610612764,WAS,1,0,1,0.0,2.0,133.3,100.0,100.0,100.0,33.3,0.0,0.5,0.0,20.0,0.0,1.0,0.5,0.0,0.667,0.667,96.9,110.77,92.31,4,0.556,73,63,36,63,154,105,96,88,108,111,72,134,1,81,1,63,78,129,85,5200
Lineups,-203468-1630557-1642259-1642267-1642273-,C. McCollum - C. Kispert - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,2.0,0.0,0.0,104.2,75.0,-104.2,-75.0,0.0,0.0,0.0,0.333,1.0,0.5,0.5,0.0,0.0,105.6,122.81,102.35,4,3.0,73,63,36,63,169,206,74,210,166,111,166,69,1,81,259,193,206,84,2,4690
Lineups,-203468-1641715-1642259-1642267-1642273-,C. McCollum - C. Whitmore - A. Sarr - B. Carrington - K. George,1610612764,WAS,2,0,2,0.0,2.0,34.0,33.3,120.0,100.0,-86.0,-66.7,0.0,0.0,0.0,0.167,0.667,0.333,0.0,0.0,0.145,105.1,115.97,96.64,6,-0.2,27,63,225,63,112,200,96,203,166,111,166,122,107,172,1,193,204,109,241,7450
Lineups,-203468-1641715-1641731-1641774-1642267-,C. McCollum - C. Whitmore - B. Coulibaly - T. Vukcevic - B. Carrington,1610612764,WAS,1,0,1,0.0,2.0,50.0,50.0,202.2,220.0,-152.2,-170.0,0.0,0.0,0.0,0.5,0.0,0.333,0.5,0.333,0.333,128.2,122.26,101.89,4,-0.304,73,63,36,63,150,182,264,258,166,111,166,29,192,172,259,157,174,87,253,5300
Lineups,-203468-1641715-1641774-1642267-1642860-,C. McCollum - C. Whitmore - T. Vukcevic - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,50.0,50.0,125.0,125.0,-75.0,-75.0,0.0,0.0,0.0,0.333,1.0,0.5,0.25,0.25,0.25,118.8,118.76,98.97,4,0.167,73,63,36,63,165,182,168,210,166,111,166,69,1,81,212,172,193,92,174,4850
Lineups,-203468-1630551-1642259-1642267-1642848-,C. McCollum - J. Champagnie - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,2.0,100.0,100.0,204.9,200.0,-104.9,-100.0,0.5,0.5,14.3,0.5,0.5,0.5,0.4,0.625,0.625,101.6,102.86,85.71,5,0.194,73,63,36,63,121,105,245,226,108,92,118,29,150,81,253,82,90,187,173,7000
Lineups,-203468-1630551-1641731-1641774-1642267-,C. McCollum - J. Champagnie - B. Coulibaly - T. Vukcevic - B. Carrington,1610612764,WAS,2,1,1,0.5,2.0,0.0,0.0,150.0,120.0,-150.0,-120.0,0.0,0.0,0.0,0.0,0.333,0.333,0.75,0.0,0.0,107.2,137.87,114.89,4,-0.267,27,2,36,36,168,206,159,244,166,111,166,134,179,172,275,193,206,48,251,4700
Lineups,-203468-1630551-1630557-1642259-1642860-,C. McCollum - J. Champagnie - C. Kispert - A. Sarr - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,100.0,100.0,75.0,100.0,25.0,0.0,1.0,1.0,25.0,0.0,0.2,0.167,0.333,0.75,0.75,100.8,86.4,72.0,3,0.667,73,63,36,63,160,105,96,88,1,57,36,134,190,209,233,43,48,255,64,5000
Lineups,-203468-1630551-1630557-1641731-1641774-,C. McCollum - J. Champagnie - C. Kispert - B. Coulibaly - T. Vukcevic,1610612764,WAS,1,0,1,0.0,2.0,66.7,50.0,50.0,50.0,16.7,0.0,1.0,0.0,16.7,0.333,0.6,0.5,0.0,0.25,0.25,105.0,120.0,100.0,4,0.875,73,63,36,63,166,182,54,88,1,111,100,69,135,81,1,172,193,90,44,4800
Lineups,-203468-1630551-1631103-1642259-1642267-,C. McCollum - J. Champagnie - M. Branham - A. Sarr - B. Carrington,1610612764,WAS,1,1,0,1.0,2.0,77.3,75.0,233.3,233.3,-156.0,-158.3,1.0,0.0,16.7,0.5,0.0,0.5,0.0,0.333,0.387,93.5,95.09,79.25,4,0.087,73,2,1,1,150,161,265,255,1,111,100,29,192,81,1,157,166,228,187,5300
Lineups,-203468-1630551-1641774-1642273-1642860-,C. McCollum - J. Champagnie - T. Vukcevic - K. George - W. Riley,1610612764,WAS,2,0,2,0.0,2.0,90.1,100.0,140.0,140.0,-49.9,-40.0,1.0,0.5,20.0,0.0,1.0,0.667,0.5,0.75,0.82,105.4,100.47,83.72,4,0.286,27,63,225,63,132,105,196,178,1,92,72,134,1,32,259,43,38,206,159,6450
Lineups,-203468-1630551-1641774-1642848-1642860-,C. McCollum - J. Champagnie - T. Vukcevic - T. Johnson - W. Riley,1610612764,WAS,1,1,0,1.0,2.0,225.0,225.0,125.0,100.0,100.0,125.0,0.25,0.0,14.3,1.0,0.667,0.8,0.0,0.75,0.75,84.7,95.29,79.41,4,0.815,73,2,1,1,126,8,96,13,160,111,118,1,107,20,1,43,48,227,48,6800
Lineups,-203468-1628963-1630557-1642273-1642848-,C. McCollum - M. Bagley III - C. Kispert - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,2.0,91.9,100.0,102.5,100.0,-10.5,0.0,0.5,1.0,16.7,0.0,0.5,0.2,0.2,0.625,0.563,120.8,117.07,97.56,5,0.077,73,63,36,63,134,105,96,88,108,57,100,134,150,202,194,82,118,100,190,6150
Lineups,-203468-1628963-1641715-1642267-1642848-,C. McCollum - M. Bagley III - C. Whitmore - B. Carrington - T. Johnson,1610612764,WAS,2,0,2,0.0,2.0,91.9,100.0,128.9,125.0,-37.0,-25.0,0.5,0.33,14.3,1.0,1.0,1.0,0.6,0.667,0.727,132.9,128.32,106.93,5,0.313,27,63,225,63,158,105,168,161,108,103,118,1,1,1,272,63,58,70,156,5050
Lineups,-203468-1628963-1630551-1642267-1642860-,C. McCollum - M. Bagley III - J. Champagnie - B. Carrington - W. Riley,1610612764,WAS,1,1,0,1.0,2.0,100.0,100.0,66.7,50.0,33.3,50.0,0.5,0.0,16.7,0.333,1.0,0.6,0.0,0.4,0.4,100.8,115.2,96.0,4,0.6,73,2,1,1,160,105,54,46,108,111,100,69,1,49,1,146,163,113,78,5000
Lineups,-203468-1628963-1630551-1641731-1642860-,C. McCollum - M. Bagley III - J. Champagnie - B. Coulibaly - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,125.0,125.0,154.6,150.0,-29.6,-25.0,1.0,0.0,33.3,0.0,0.5,0.25,0.0,0.625,0.625,102.2,103.78,86.49,4,0.435,73,63,36,63,144,67,203,161,1,111,10,134,150,192,1,82,90,182,124,5550
Lineups,-203468-1628963-1630551-1630557-1641731-,C. McCollum - M. Bagley III - J. Champagnie - C. Kispert - B. Coulibaly,1610612764,WAS,1,0,1,0.0,2.0,153.1,180.0,221.2,200.0,-68.2,-20.0,0.667,0.0,28.6,0.0,0.0,0.0,0.0,0.7,0.765,122.8,118.03,98.36,5,0.333,73,63,36,63,136,17,245,159,80,111,23,134,192,212,1,60,45,95,150,6100
Lineups,-203468-1628963-1630551-1641715-1642273-,C. McCollum - M. Bagley III - J. Champagnie - C. Whitmore - K. George,1610612764,WAS,1,0,1,0.0,2.0,110.3,120.0,50.0,40.0,60.3,80.0,1.0,0.0,28.6,0.0,1.0,0.4,0.0,0.5,0.551,113.6,120.3,100.25,5,0.75,73,63,36,63,137,81,52,25,1,111,23,134,1,160,1,114,121,89,55,5985
Lineups,-203468-1628963-1642364-1642848-1642860-,C. McCollum - M. Bagley III - J. Watkins - T. Johnson - W. Riley,1610612764,WAS,2,0,2,0.0,2.0,133.0,100.0,145.3,125.0,-12.4,-25.0,0.0,0.0,0.0,0.5,0.333,0.4,0.0,0.333,0.525,71.5,89.38,74.48,5,1.0,27,63,225,63,117,105,168,161,166,111,166,29,179,160,1,157,133,249,23,7250
Lineups,-203468-1641774-1642273-1642364-1642848-,C. McCollum - T. Vukcevic - K. George - J. Watkins - T. Johnson,1610612764,WAS,1,1,0,1.0,2.0,66.7,50.0,103.1,100.0,-36.4,-50.0,1.0,0.0,20.0,0.0,1.0,0.25,0.0,0.333,0.333,96.2,111.84,93.2,4,0.133,73,2,1,1,155,182,96,187,1,111,72,134,1,192,1,157,174,123,177,5150
Lineups,-203468-1641774-1642273-1642364-1642860-,C. McCollum - T. Vukcevic - K. George - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,125.0,125.0,66.7,50.0,58.3,75.0,0.5,1.0,20.0,0.0,1.0,0.667,0.25,0.833,0.833,90.0,102.86,85.71,4,0.625,73,63,36,63,141,67,54,27,108,57,72,134,1,32,212,32,32,189,70,5600
Lineups,-1630551-1641731-1642267-1642273-1642848-,J. Champagnie - B. Coulibaly - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,2.0,166.7,166.7,181.2,166.7,-14.5,0.0,0.5,0.0,25.0,0.0,0.0,0.0,0.0,0.833,0.833,79.0,82.29,68.57,3,0.4,73,63,36,63,152,22,230,88,108,111,36,134,192,212,1,32,32,267,135,5250
Lineups,-1630551-1630557-1641731-1642259-1642267-,J. Champagnie - C. Kispert - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,0,1,0.0,2.0,232.0,225.0,150.4,160.0,81.6,65.0,1.0,0.0,42.9,0.0,0.0,0.0,0.0,1.167,1.16,94.6,92.57,77.14,4,0.588,73,63,36,63,121,8,225,38,1,111,7,134,192,212,1,9,9,240,79,7000
Lineups,-1630551-1641774-1642267-1642273-1642848-,J. Champagnie - T. Vukcevic - B. Carrington - K. George - T. Johnson,1610612764,WAS,2,1,1,0.5,2.0,166.7,166.7,173.6,166.7,-6.9,0.0,0.5,1.0,25.0,0.0,0.5,0.5,0.333,1.25,1.25,77.0,78.55,65.45,3,0.615,27,2,36,36,146,22,230,88,108,57,36,134,150,81,233,6,6,274,73,5500
Lineups,-1630551-1641774-1642267-1642273-1642860-,J. Champagnie - T. Vukcevic - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,40.0,40.0,240.0,240.0,-200.0,-200.0,0.0,0.0,0.0,1.0,0.0,0.5,0.8,0.5,0.5,133.3,133.33,111.11,5,-0.269,73,63,36,63,149,195,269,259,166,111,166,1,192,81,277,114,141,60,252,5400
Lineups,-203114-1642259-1642267-1642273-1642848-,K. Middleton - A. Sarr - B. Carrington - K. George - T. Johnson,1610612764,WAS,2,0,2,0.0,2.0,0.0,0.0,247.7,275.0,-247.7,-275.0,0.0,0.0,0.0,0.333,0.0,0.333,0.25,0.0,0.0,109.3,117.55,97.96,4,-0.36,27,63,225,63,164,206,275,275,166,111,166,69,192,172,212,193,206,98,256,4900
Lineups,-203114-1630557-1642259-1642267-1642848-,K. Middleton - C. Kispert - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,2,0,2,0.0,2.0,120.0,120.0,100.0,100.0,20.0,20.0,1.0,0.0,30.0,0.667,0.667,0.667,0.0,0.5,0.5,103.6,103.6,86.33,5,0.857,27,63,225,63,124,81,96,72,1,111,22,20,107,32,1,114,141,183,46,6950
Lineups,-203114-1630557-1641731-1642259-1642267-,K. Middleton - C. Kispert - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,1,0,1.0,2.0,128.9,125.0,112.8,120.0,16.1,5.0,0.5,0.0,20.0,0.0,1.0,0.5,0.0,0.667,0.644,118.3,115.71,96.43,4,0.5,73,2,1,1,141,67,159,85,108,111,72,134,1,81,1,63,87,110,97,5600
Lineups,-203114-203468-1642259-1642267-1642860-,K. Middleton - C. McCollum - A. Sarr - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,46.6,60.0,0.0,0.0,46.6,60.0,1.0,0.0,14.3,0.2,0.75,0.444,0.0,0.167,0.233,116.8,102.13,85.11,5,1.5,73,63,36,63,120,177,1,40,1,111,118,115,90,142,1,189,198,194,15,7050
Lineups,-203114-203468-1641731-1642259-1642848-,K. Middleton - C. McCollum - B. Coulibaly - A. Sarr - T. Johnson,1610612764,WAS,1,0,1,0.0,2.0,100.0,100.0,203.5,233.3,-103.5,-133.3,0.667,0.67,22.2,1.0,1.0,1.0,0.5,0.75,0.75,126.7,118.03,98.36,6,0.143,73,63,36,63,114,105,265,248,80,87,58,1,1,1,259,43,48,96,176,7320
Lineups,-203114-203468-1630557-1642273-1642848-,K. Middleton - C. McCollum - C. Kispert - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,2.0,83.3,71.4,153.1,150.0,-69.7,-78.6,1.0,1.0,22.2,0.0,0.0,0.0,0.286,0.625,0.625,126.7,138.67,115.56,7,0.214,73,63,36,63,128,164,203,214,1,57,58,134,192,212,228,82,90,46,169,6750
Lineups,-203114-203468-1641715-1641774-1642267-,K. Middleton - C. McCollum - C. Whitmore - T. Vukcevic - B. Carrington,1610612764,WAS,1,1,0,1.0,2.0,150.0,150.0,166.7,125.0,-16.7,25.0,0.333,0.0,20.0,0.0,0.0,0.0,0.0,0.75,0.75,96.0,109.71,91.43,4,0.5,73,2,1,1,152,36,168,67,149,111,72,134,192,212,1,43,48,137,97,5250
Lineups,-203114-203468-1641715-1641774-1642273-,K. Middleton - C. McCollum - C. Whitmore - T. Vukcevic - K. George,1610612764,WAS,1,0,1,0.0,2.0,154.6,150.0,233.3,233.3,-78.7,-83.3,0.5,0.0,20.0,0.0,0.0,0.0,0.0,0.667,0.773,91.5,93.07,77.56,4,0.462,73,63,36,63,148,36,265,216,108,111,72,134,192,212,1,63,41,237,111,5415
Lineups,-203114-203468-1630551-1642259-1642848-,K. Middleton - C. McCollum - J. Champagnie - A. Sarr - T. Johnson,1610612764,WAS,2,0,2,0.0,2.0,66.7,66.7,168.1,160.0,-101.4,-93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.667,0.667,106.1,108.49,90.41,6,-0.1,27,63,225,63,115,167,225,222,166,111,166,134,192,212,259,63,78,142,231,7300
Lineups,-203114-203468-1628963-1630557-1642267-,K. Middleton - C. McCollum - M. Bagley III - C. Kispert - B. Carrington,1610612764,WAS,1,1,0,1.0,2.0,103.6,116.7,150.9,116.7,-47.3,0.0,0.5,1.0,14.3,0.0,1.0,0.333,0.167,0.5,0.608,147.9,155.68,129.73,6,0.222,73,2,1,1,144,90,150,88,108,57,118,134,1,172,173,114,103,35,168,5550
Lineups,-203114-203468-1628963-1630557-1641731-,K. Middleton - C. McCollum - M. Bagley III - C. Kispert - B. Coulibaly,1610612764,WAS,1,0,1,0.0,2.0,160.0,160.0,100.0,100.0,60.0,60.0,0.333,1.0,16.7,0.0,1.0,0.75,0.2,1.0,1.0,107.5,107.46,89.55,5,0.724,73,63,36,63,129,30,96,40,149,57,100,134,1,23,194,11,15,147,58,6700
Lineups,-203114-203468-1628963-1641715-1642267-,K. Middleton - C. McCollum - M. Bagley III - C. Whitmore - B. Carrington,1610612764,WAS,1,0,1,0.0,2.0,77.3,75.0,100.0,100.0,-22.7,-25.0,0.0,0.0,0.0,0.333,1.0,0.6,0.0,0.25,0.307,113.5,115.2,96.0,4,0.231,73,63,36,63,160,161,96,161,166,111,166,69,1,49,1,172,181,113,165,5000
Lineups,-203114-203468-1628963-1630551-1642273-,K. Middleton - C. McCollum - M. Bagley III - J. Champagnie - K. George,1610612764,WAS,1,0,1,0.0,2.0,77.3,60.0,150.0,150.0,-72.7,-90.0,0.0,0.0,0.0,0.4,0.667,0.5,0.0,0.2,0.255,81.1,92.57,77.14,5,0.105,73,63,36,63,121,177,203,219,166,111,166,54,107,81,1,182,191,240,182,7000
Lineups,-203114-203468-1631103-1641731-1642259-,K. Middleton - C. McCollum - M. Branham - B. Coulibaly - A. Sarr,1610612764,WAS,1,1,0,1.0,2.0,115.7,100.0,184.4,180.0,-68.7,-80.0,1.0,1.0,16.7,0.0,0.5,0.25,0.2,0.75,0.753,101.1,109.92,91.6,5,0.095,73,2,1,1,130,105,242,215,1,57,100,134,150,192,194,43,47,136,184,6550
Lineups,-203114-1641715-1642259-1642273-1642848-,K. Middleton - C. Whitmore - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,2.0,145.3,166.7,104.2,100.0,41.2,66.7,0.5,0.0,25.0,0.0,1.0,0.5,0.0,0.833,0.727,81.3,77.14,64.29,3,0.75,73,63,36,63,141,22,96,33,108,111,36,134,1,81,1,32,58,276,55,5600
Lineups,-203114-1628963-1641774-1642267-1642848-,K. Middleton - M. Bagley III - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,2.0,0.0,0.0,66.7,57.1,-66.7,-57.1,0.0,0.0,0.0,0.0,0.75,0.429,0.5,0.0,0.0,120.8,130.91,109.09,6,-0.6,73,63,36,63,119,206,64,199,166,111,166,134,90,149,259,193,206,63,263,7150
Lineups,-1628963-1630264-1631103-1642273-1642860-,M. Bagley III - A. Gill - M. Branham - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,180.4,175.0,41.0,50.0,139.4,125.0,0.333,0.0,20.0,0.0,0.667,0.667,0.0,1.0,0.902,107.8,98.46,82.05,4,1.462,73,63,36,63,139,20,54,13,149,111,72,134,107,32,1,11,27,215,16,5850
Lineups,-1628963-1642267-1642364-1642848-1642860-,M. Bagley III - B. Carrington - J. Watkins - T. Johnson - W. Riley,1610612764,WAS,1,1,0,1.0,2.0,181.2,166.7,51.5,50.0,129.6,116.7,0.0,0.0,0.0,0.0,0.667,0.5,0.0,1.0,0.906,93.3,98.34,81.95,3,2.0,73,2,1,1,156,22,54,15,166,111,166,134,107,81,1,11,26,216,5,5125
Lineups,-1628963-1630557-1642267-1642273-1642848-,M. Bagley III - C. Kispert - B. Carrington - K. George - T. Johnson,1610612764,WAS,2,0,2,0.0,2.0,68.0,66.7,75.2,80.0,-7.2,-13.3,1.0,1.0,12.5,0.25,1.0,0.571,0.167,0.2,0.34,110.5,108.49,90.41,6,0.333,27,63,225,63,115,167,79,149,1,57,138,96,1,59,173,182,172,142,150,7300
Lineups,-1628963-1641715-1642267-1642273-1642848-,M. Bagley III - C. Whitmore - B. Carrington - K. George - T. Johnson,1610612764,WAS,2,0,2,0.0,2.0,116.7,116.7,140.0,116.7,-23.3,0.0,0.333,0.0,14.3,0.0,0.5,0.2,0.0,0.583,0.583,121.0,132.01,110.01,6,0.419,27,63,225,63,131,90,150,88,149,111,118,134,150,202,1,96,112,62,130,6545
Lineups,-1628963-1630551-1642267-1642273-1642848-,M. Bagley III - J. Champagnie - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,2.0,0.0,0.0,250.0,250.0,-250.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,105.69,88.07,4,-0.231,73,63,36,63,147,206,270,271,166,111,166,134,192,212,1,193,206,165,244,5450
Lineups,-1631103-1641715-1642267-1642273-1642860-,M. Branham - C. Whitmore - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,123.0,150.0,67.6,75.0,55.4,75.0,1.0,2.0,22.2,1.0,0.25,0.571,0.25,0.4,0.51,93.2,80.0,66.67,4,1.222,73,63,36,63,118,36,74,27,1,29,58,1,186,59,212,146,135,271,20,7200
