GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-203114-203468-1628963-1641715-1641731-,K. Middleton - C. McCollum - M. Bagley III - C. Whitmore - B. Coulibaly,1610612764,WAS,1,1,0,1.0,1.0,300.0,300.0,208.3,150.0,91.7,150.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.75,0.75,90.1,110.77,92.31,1,0.455,73,2,1,1,226,1,203,8,166,111,166,1,1,1,1,43,48,132,115,1950
Lineups,-203114-203468-1641774-1642267-1642860-,K. Middleton - C. McCollum - T. Vukcevic - B. Carrington - W. Riley,1610612764,WAS,1,1,0,1.0,1.0,0.0,0.0,66.7,50.0,-66.7,-50.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,116.8,136.22,113.51,3,-1.0,73,2,1,1,184,206,54,187,166,111,166,134,1,160,1,193,206,52,267,3700
Lineups,-203114-1641715-1642259-1642267-1642273-,K. Middleton - C. Whitmore - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,150.0,150.0,-150.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,108.7,135.85,113.21,3,-1.0,73,63,36,63,211,206,203,249,166,111,166,134,192,212,233,193,206,53,267,2650
Lineups,-203114-1641715-1641774-1642267-1642848-,K. Middleton - C. Whitmore - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,125.0,125.0,-125.0,-125.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,140.0,160.0,133.33,4,-0.071,73,63,36,63,186,206,168,246,166,111,166,134,107,172,1,193,206,31,229,3600
Lineups,-203114-1630551-1641731-1642259-1642267-,K. Middleton - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,1,0,1.0,1.0,133.3,133.3,0.0,0.0,133.3,133.3,1.0,2.0,40.0,0.0,1.0,1.0,0.333,1.0,1.0,105.4,122.93,102.44,3,1.4,73,2,1,1,180,52,1,10,1,29,8,134,1,1,233,11,15,83,17,4100
Lineups,-203114-1628963-1630557-1642267-1642273-,K. Middleton - M. Bagley III - C. Kispert - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,134.0,133.95,111.63,2,-0.5,73,63,36,63,224,206,96,226,166,111,166,134,1,1,278,193,206,58,259,2150
Lineups,-1628963-1630557-1641731-1642267-1642273-,M. Bagley III - C. Kispert - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0,0.0,102.9,123.43,102.86,4,0.556,27,63,225,63,190,206,1,88,166,111,166,1,1,1,275,193,206,81,85,3500
Lineups,-1628963-1630557-1641715-1641731-1642273-,M. Bagley III - C. Kispert - C. Whitmore - B. Coulibaly - K. George,1610612764,WAS,1,0,1,0.0,1.0,123.0,150.0,0.0,0.0,123.0,150.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.333,0.436,107.7,93.91,78.26,2,1.667,73,63,36,63,220,36,1,8,166,111,166,29,150,81,1,157,154,233,12,2300
Lineups,-1628963-1641715-1641731-1642267-1642273-,M. Bagley III - C. Whitmore - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,1.0,300.0,300.0,250.0,250.0,50.0,50.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,1.5,1.5,83.5,83.48,69.57,2,0.533,73,63,36,63,191,1,270,46,1,111,1,134,192,212,1,1,1,263,92,3450
Lineups,-1631103-1641731-1642259-1642267-1642860-,M. Branham - B. Coulibaly - A. Sarr - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.333,1.0,0.5,0.0,0.0,0.0,75.8,101.05,84.21,2,-0.143,73,63,36,63,205,206,96,226,166,111,166,69,1,81,1,193,206,200,235,2850
Lineups,-1631103-1641774-1642267-1642273-1642860-,M. Branham - T. Vukcevic - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,150.0,150.0,-150.0,-150.0,0.0,0.0,0.0,0.333,1.0,0.5,0.0,0.0,0.0,107.5,107.46,89.55,3,-0.667,73,63,36,63,195,206,203,249,166,111,166,69,1,81,1,193,206,148,264,3350
Lineups,-1642259-1642267-1642273-1642848-1642860-,A. Sarr - B. Carrington - K. George - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,227.3,200.0,-227.3,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.3,106.67,88.89,1,-2.0,73,63,36,63,238,206,245,259,166,111,166,134,192,212,1,193,206,151,276,1350
Lineups,-203468-1630557-1642259-1642273-1642848-,C. McCollum - C. Kispert - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,225.0,450.0,375.0,1,1.0,73,63,36,63,269,10,1,5,166,111,166,134,192,212,1,11,15,11,23,320
Lineups,-203468-1630557-1641715-1642259-1642848-,C. McCollum - C. Kispert - C. Whitmore - A. Sarr - T. Johnson,1610612764,WAS,2,0,2,0.0,0.0,113.6,100.0,200.0,100.0,-86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,100.3,160.0,133.33,1,0.0,27,63,225,63,238,105,96,88,166,111,166,134,192,212,1,193,115,31,196,1350
Lineups,-203468-1630557-1641715-1642267-1642273-,C. McCollum - C. Kispert - C. Whitmore - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,-1666.7,200.0,1666.7,-200.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,103.0,234.15,195.12,1,-2.0,73,63,36,63,263,206,245,259,166,111,166,1,192,81,1,193,206,16,276,615
Lineups,-203468-1630557-1641715-1642267-1642848-,C. McCollum - C. Kispert - C. Whitmore - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,200.0,200.0,166.67,1,1.0,73,63,36,63,267,206,1,88,166,111,166,1,192,1,1,193,206,22,23,360
Lineups,-203468-1630557-1641774-1642267-1642848-,C. McCollum - C. Kispert - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.9,205.71,171.43,1,0.0,73,63,36,63,258,206,245,259,166,111,166,134,192,212,1,193,206,20,196,700
Lineups,-203468-1630551-1641731-1641774-1642273-,C. McCollum - J. Champagnie - B. Coulibaly - T. Vukcevic - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.86,85.71,0,1.0,73,63,36,63,258,206,1,88,166,111,166,134,192,212,1,193,206,186,23,700
Lineups,-203468-1630551-1641715-1642259-1642848-,C. McCollum - J. Champagnie - C. Whitmore - A. Sarr - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.8,110.77,92.31,0,0.0,73,63,36,63,261,206,1,88,166,111,166,134,192,212,1,193,206,133,196,650
Lineups,-203468-1630551-1641715-1642267-1642848-,C. McCollum - J. Champagnie - C. Whitmore - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,113.6,100.0,-113.6,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.8,464.51,387.09,0,1.0,73,63,36,63,272,206,96,226,166,111,166,134,192,212,1,193,206,10,23,155
Lineups,-203468-1630551-1631103-1641774-1642267-,C. McCollum - J. Champagnie - M. Branham - T. Vukcevic - B. Carrington,1610612764,WAS,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148.5,148.45,123.71,1,0.5,73,2,1,1,250,206,1,88,166,111,166,134,192,212,278,193,206,37,97,970
Lineups,-203468-1628963-1642267-1642848-1642860-,C. McCollum - M. Bagley III - B. Carrington - T. Johnson - W. Riley,1610612764,WAS,1,1,0,1.0,0.0,41.0,100.0,0.0,0.0,41.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.205,119.1,48.81,40.68,1,1.0,73,2,1,1,235,105,1,17,166,111,166,1,192,1,1,193,199,280,23,1475
Lineups,-203468-1628963-1641731-1642273-1642848-,C. McCollum - M. Bagley III - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,113.6,100.0,-113.6,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.9,137.14,114.29,1,2.0,73,63,36,63,247,206,96,226,166,111,166,134,192,212,1,193,206,51,5,1050
Lineups,-203468-1628963-1630557-1642267-1642273-,C. McCollum - M. Bagley III - C. Kispert - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,130.91,109.09,1,0.0,73,63,36,63,246,206,1,88,166,111,166,134,192,212,1,193,206,65,196,1100
Lineups,-203468-1628963-1641715-1642267-1642860-,C. McCollum - M. Bagley III - C. Whitmore - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.9,205.71,171.43,1,0.0,73,63,36,63,258,206,1,88,166,111,166,134,192,212,1,193,206,20,196,700
Lineups,-203468-1628963-1641715-1641731-1642267-,C. McCollum - M. Bagley III - C. Whitmore - B. Coulibaly - B. Carrington,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,160.0,320.0,266.67,1,0.0,73,63,36,63,266,206,1,88,166,111,166,134,1,1,1,193,206,15,196,450
Lineups,-203468-1641774-1642267-1642364-1642848-,C. McCollum - T. Vukcevic - B. Carrington - J. Watkins - T. Johnson,1610612764,WAS,1,1,0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,172.8,144.0,1,-0.4,73,2,1,1,242,206,96,226,166,111,166,134,192,212,1,193,206,24,257,1250
Lineups,-203468-1641774-1642267-1642273-1642848-,C. McCollum - T. Vukcevic - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,82.0,100.0,0.0,0.0,82.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.333,0.291,302.9,372.41,310.35,2,0.333,73,63,36,63,264,105,1,17,166,111,166,1,192,1,1,157,184,13,150,580
Lineups,-1641715-1641731-1642259-1642267-1642848-,C. Whitmore - B. Coulibaly - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,114.3,228.57,190.48,1,0.0,73,63,36,63,262,206,1,88,166,111,166,1,192,1,1,193,206,17,196,630
Lineups,-1630551-1630557-1641731-1642259-1642273-,J. Champagnie - C. Kispert - B. Coulibaly - A. Sarr - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,227.3,200.0,-227.3,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,496.55,413.8,0,-1.0,73,63,36,63,273,206,245,259,166,111,166,134,192,212,1,193,206,9,267,145
Lineups,-1630551-1630557-1641731-1642267-1642364-,J. Champagnie - C. Kispert - B. Coulibaly - B. Carrington - J. Watkins,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,500.0,0,0.0,73,63,36,63,274,206,1,88,166,111,166,134,192,212,1,193,206,8,196,120
Lineups,-1630551-1630557-1641731-1642267-1642273-,J. Champagnie - C. Kispert - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,0.0,113.6,50.0,200.0,200.0,-86.4,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,101.4,161.8,134.83,2,0.0,73,63,36,63,240,182,245,249,166,111,166,134,192,212,1,193,115,30,196,1335
Lineups,-1630551-1641715-1642267-1642364-1642860-,J. Champagnie - C. Whitmore - B. Carrington - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.9,685.71,571.43,1,0.0,73,63,36,63,270,206,245,259,166,111,166,134,192,212,1,193,206,7,196,210
Lineups,-1630551-1631103-1642259-1642267-1642364-,J. Champagnie - M. Branham - A. Sarr - B. Carrington - J. Watkins,1610612764,WAS,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.2,125.22,104.35,0,0.0,73,2,1,1,265,206,1,88,166,111,166,134,192,212,1,193,206,74,196,575
Lineups,-1630551-1631103-1641715-1642259-1642267-,J. Champagnie - M. Branham - C. Whitmore - A. Sarr - B. Carrington,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9,105.88,88.24,1,0.167,73,63,36,63,237,206,1,88,166,111,166,134,192,212,1,193,206,159,174,1360
Lineups,-1630551-1631103-1641774-1642364-1642860-,J. Champagnie - M. Branham - T. Vukcevic - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,73,63,36,63,281,206,1,88,166,111,166,134,192,212,1,193,206,281,196,0
Lineups,-203114-1630557-1642267-1642273-1642848-,K. Middleton - C. Kispert - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1333.33,1,0.0,73,63,36,63,278,206,1,88,166,111,166,134,192,212,1,193,206,4,196,45
Lineups,-203114-203468-1642267-1642273-1642848-,K. Middleton - C. McCollum - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75,72.29,1,0.0,73,2,1,1,255,206,1,88,166,111,166,134,192,212,1,193,206,254,196,830
Lineups,-203114-203468-1630551-1641774-1642273-,K. Middleton - C. McCollum - J. Champagnie - T. Vukcevic - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,115.2,172.8,144.0,2,-0.5,73,63,36,63,242,206,245,259,166,111,166,134,192,212,259,193,206,24,259,1250
Lineups,-203114-203468-1628963-1642267-1642364-,K. Middleton - C. McCollum - M. Bagley III - B. Carrington - J. Watkins,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,75.0,1,0.0,73,63,36,63,256,206,1,88,166,111,166,134,192,212,1,193,206,247,196,800
Lineups,-203114-203468-1641774-1642259-1642273-,K. Middleton - C. McCollum - T. Vukcevic - A. Sarr - K. George,1610612764,WAS,1,0,1,0.0,0.0,208.3,300.0,0.0,0.0,208.3,300.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.615,122.0,84.71,70.59,1,1.667,73,63,36,63,254,1,1,1,166,111,166,1,192,1,1,114,96,256,12,850
Lineups,-203114-1641715-1641731-1642267-1642273-,K. Middleton - C. Whitmore - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,73,63,36,63,281,206,1,88,166,111,166,134,192,212,1,193,206,281,196,0
Lineups,-203114-1641715-1641774-1642267-1642273-,K. Middleton - C. Whitmore - T. Vukcevic - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4,81.36,67.8,0,0.0,73,63,36,63,253,206,1,88,166,111,166,134,192,212,1,193,206,269,196,885
Lineups,-203114-1630551-1642259-1642267-1642273-,K. Middleton - J. Champagnie - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.9,1515.77,1263.14,1,0.0,73,63,36,63,275,206,276,276,166,111,166,134,192,212,1,193,206,5,196,95
Lineups,-203114-1630551-1642259-1642273-1642848-,K. Middleton - J. Champagnie - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,208.3,300.0,-208.3,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.2,192.0,160.0,1,-0.25,73,63,36,63,257,206,276,276,166,111,166,134,192,212,1,193,206,23,247,750
Lineups,-203114-1630551-1642267-1642273-1642364-,K. Middleton - J. Champagnie - B. Carrington - K. George - J. Watkins,1610612764,WAS,2,0,2,0.0,0.0,0.0,0.0,286.9,350.0,-286.9,-350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.8,214.93,179.1,1,-0.125,27,63,225,63,248,206,282,282,166,111,166,134,192,212,1,193,206,19,233,1005
Lineups,-203114-1630551-1630557-1642259-1642364-,K. Middleton - J. Champagnie - C. Kispert - A. Sarr - J. Watkins,1610612764,WAS,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,2000.0,0,0.0,73,2,1,1,279,206,1,88,166,111,166,134,192,212,1,193,206,3,196,30
Lineups,-203114-1630551-1630557-1642259-1642273-,K. Middleton - J. Champagnie - C. Kispert - A. Sarr - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.7,411.43,342.86,1,0.333,73,63,36,63,268,206,1,88,166,111,166,134,192,212,1,193,206,12,150,350
Lineups,-203114-1630551-1630557-1642267-1642848-,K. Middleton - J. Champagnie - C. Kispert - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,144.0,120.0,1,2.0,73,63,36,63,249,206,1,88,166,111,166,134,192,212,1,193,206,40,5,1000
Lineups,-1628963-1642358-1642364-1642848-1642860-,M. Bagley III - A. Johnson - J. Watkins - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,151.6,227.37,189.47,2,-0.333,73,63,36,63,251,206,276,276,166,111,166,134,192,212,259,193,206,18,255,950
Lineups,-1628963-1641731-1642259-1642273-1642848-,M. Bagley III - B. Coulibaly - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3599.82,2999.85,1,0.0,73,63,36,63,280,206,1,88,166,111,166,134,192,212,1,193,206,1,196,20
Lineups,-1628963-1630557-1642267-1642848-1642860-,M. Bagley III - C. Kispert - B. Carrington - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,300.0,300.0,0.0,0.0,300.0,300.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,1.5,1.5,57.4,172.11,143.43,1,1.0,73,63,36,63,241,1,1,1,1,111,1,134,192,212,1,1,1,26,23,1255
Lineups,-1628963-1641715-1642259-1642267-1642273-,M. Bagley III - C. Whitmore - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2879.94,2399.95,1,0.0,73,63,36,63,276,206,1,88,166,111,166,134,1,1,1,193,206,2,196,50
Lineups,-1628963-1630551-1641731-1642273-1642848-,M. Bagley III - J. Champagnie - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.97,1199.98,0,0.0,73,63,36,63,276,206,1,88,166,111,166,134,192,212,1,193,206,6,196,50
Lineups,-1628963-1630551-1641715-1642267-1642848-,M. Bagley III - J. Champagnie - C. Whitmore - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,59.75,49.79,0,0.0,73,63,36,63,244,206,1,88,166,111,166,134,192,212,1,193,206,279,196,1205
Lineups,-1628963-1630551-1641715-1641731-1642267-,M. Bagley III - J. Champagnie - C. Whitmore - B. Coulibaly - B. Carrington,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,97.0,96.97,80.81,1,-3.0,73,63,36,63,234,206,245,259,166,111,166,1,192,1,1,193,206,222,280,1485
Lineups,-1628963-1630551-1641715-1641731-1642273-,M. Bagley III - J. Champagnie - C. Whitmore - B. Coulibaly - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,105.5,105.49,87.91,1,0.0,73,63,36,63,236,206,1,88,166,111,166,1,192,1,1,193,206,168,196,1365
Lineups,-1631103-1641774-1642273-1642358-1642860-,M. Branham - T. Vukcevic - K. George - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,300.0,0,1.0,73,63,36,63,271,206,1,88,166,111,166,134,192,212,1,193,206,14,23,200
Lineups,-1630536-1642259-1642358-1642848-1642860-,S. Cooper - A. Sarr - A. Johnson - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,125.22,104.35,1,0.0,73,63,36,63,245,206,276,276,166,111,166,134,192,212,1,193,206,73,196,1150
Lineups,-1641774-1642267-1642273-1642364-1642848-,T. Vukcevic - B. Carrington - K. George - J. Watkins - T. Johnson,1610612764,WAS,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,160.0,160.0,133.33,1,0.5,73,2,1,1,252,206,1,88,166,111,166,134,192,212,278,193,206,31,97,900
